industry,founding_date,office_country,office_state,office_city,office_region,first_funding_date,last_funding_date,num_funding_rounds,total_funding_usd,first_milestone_date,last_milestone_date,num_milestones,acquisition_price,acquisition_currency,acquired,ipo_valuation_amount,valuation_currency,ipo,exit,funding_time_span
36,500,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,9,898,3,0.0,6,1,0.0,3,0,1,0
3,92,93,4,124,705,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,241000.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,6,6,1,0.0,6,1,0.0,3,0,1,0
22,1441,93,30,1226,732,1970-01-01 00:00:00.000001473,1970-01-01 00:00:00.000000730,2,125000,694,812,2,0.0,6,1,0.0,3,0,1,-1
40,1310,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1221,1273,1,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,7,7,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,174,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,1441,93,15,951,569,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1363,469,2,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,292,298,1,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,38,38,1,0.0,6,0,0.0,3,0,0,0
36,92,93,49,672,386,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,50000000.0,6,1,0.0,3,0,1,0
40,5,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1364,1416,1,0.0,6,1,0.0,3,0,1,0
5,90,93,19,1134,146,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000001722,7,64900000,8,308,2,295000000.0,6,1,0.0,3,0,1,0
40,13,30,4,1607,948,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,13,13,1,0.0,6,0,0.0,3,0,0,0
40,129,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,10,13,4,2217,1341,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,12,12,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1,1,1,0.0,6,0,0.0,3,0,0,0
9,92,93,14,544,240,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,31440000.0,6,1,0.0,3,0,1,0
40,7,93,4,1882,1095,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
14,81,31,4,199,109,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,13,13,1,0.0,6,1,0.0,3,1,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1508,1559,1,0.0,6,0,0.0,3,0,0,0
40,92,93,4,1974,705,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
25,92,93,34,1444,859,1970-01-01 00:00:00.000000816,1970-01-01 00:00:00.000000808,1,5500000,77,137,3,30000000.0,6,1,0.0,3,0,1,-1
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,178,182,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,6,6,1,0.0,6,0,0.0,3,0,0,0
12,91,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,13,93,4,1893,1095,1970-01-01 00:00:00.000001010,1970-01-01 00:00:00.000001008,1,8500000,10,10,0,0.0,6,0,0.0,3,0,0,-1
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1,1,1,0.0,6,0,0.0,3,0,0,0
36,9,93,10,106,53,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,0,93,43,32,302,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1,1,1,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
26,92,93,34,1444,859,1970-01-01 00:00:00.000000076,1970-01-01 00:00:00.000000076,1,250000000,518,1618,4,0.0,6,0,0.0,3,1,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,0,0,1,0.0,6,0,0.0,3,0,0,0
5,92,93,45,1256,1368,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,1595,93,47,1945,1162,1970-01-01 00:00:00.000001287,1970-01-01 00:00:00.000001276,1,3000000,926,840,2,0.0,6,1,0.0,3,0,1,-1
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,571,592,1,0.0,6,0,0.0,3,0,0,0
7,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
14,61,93,4,1905,1095,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,482,548,4,0.0,6,0,0.0,3,1,1,0
17,153,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
25,0,93,37,1683,993,1970-01-01 00:00:00.000001177,1970-01-01 00:00:00.000000556,3,8800000,7,1128,2,35000000.0,6,1,0.0,3,0,1,-1
28,1548,31,4,2376,1424,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,763,783,1,0.0,3,1,0.0,3,0,1,0
12,10,93,34,1444,859,1970-01-01 00:00:00.000001047,1970-01-01 00:00:00.000001041,1,0,1362,469,2,0.0,6,0,0.0,3,0,0,-1
36,92,93,14,1802,1064,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
4,92,40,4,939,558,1970-01-01 00:00:00.000001221,1970-01-01 00:00:00.000001212,1,97430000,10,10,0,0.0,6,0,0.0,3,0,0,-1
12,901,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,34,34,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,188,192,1,0.0,6,0,0.0,3,0,0,0
36,92,93,24,2058,1110,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
5,85,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
0,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,6,6,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,813,838,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1253,1490,2,0.0,6,1,0.0,3,0,1,0
33,1,93,43,926,548,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
30,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
3,92,93,14,1525,240,1970-01-01 00:00:00.000000342,1970-01-01 00:00:00.000000328,1,31310880,10,10,0,0.0,6,0,0.0,3,1,1,-1
36,1582,93,4,1882,1095,1970-01-01 00:00:00.000000161,1970-01-01 00:00:00.000001532,2,15460000,1530,1567,2,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
9,1062,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
28,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,40,40,1,0.0,6,0,0.0,3,0,0,0
14,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,1486,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1409,1457,1,0.0,6,0,0.0,3,0,0,0
28,92,93,4,2132,1282,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,219,30,4,1882,413,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,143,147,1,0.0,6,0,0.0,3,0,0,0
33,82,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,34,34,1,0.0,6,0,0.0,3,0,0,0
28,753,93,9,259,945,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,693,703,1,0.0,6,0,0.0,3,0,0,0
29,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
22,90,93,43,1658,302,1970-01-01 00:00:00.000001117,1970-01-01 00:00:00.000001105,4,28500000,1076,1623,3,0.0,6,1,0.0,3,0,1,-1
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,39,39,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
3,92,93,27,1767,1025,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1361,1413,1,3600000000.0,6,1,0.0,3,0,1,0
5,7,31,4,1165,700,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
40,92,93,27,1731,1025,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,10100000.0,6,1,0.0,3,0,1,0
15,737,93,43,114,57,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000001229,5,23500000,1364,362,3,150000000.0,6,1,0.0,3,0,1,0
0,1518,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
22,1306,93,43,507,302,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,31,4,2267,1372,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,324,331,1,26000000000.0,6,1,0.0,3,1,1,0
36,3,4,4,1499,889,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
40,385,90,4,1216,726,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,322,1577,2,0.0,6,0,0.0,3,0,0,0
36,3,93,10,106,53,1970-01-01 00:00:00.000001668,1970-01-01 00:00:00.000001669,1,10000000,10,10,0,0.0,6,0,0.0,3,0,0,0
40,384,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,387,13,4,1882,208,1970-01-01 00:00:00.000001542,1970-01-01 00:00:00.000000434,2,35000000,1516,220,2,0.0,6,0,0.0,3,0,0,-1
36,92,93,4,1662,1095,1970-01-01 00:00:00.000000085,1970-01-01 00:00:00.000000084,1,108000,10,10,0,0.0,6,0,0.0,3,0,0,-1
36,92,93,19,102,50,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
36,92,16,4,815,473,1970-01-01 00:00:00.000000136,1970-01-01 00:00:00.000000137,1,36640000,10,10,0,0.0,6,0,0.0,3,0,0,0
7,1680,31,4,2350,700,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1634,1675,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,206000000.0,6,1,0.0,3,0,1,0
30,92,93,19,2317,146,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,0,0,1,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,947,990,1,0.0,6,0,0.0,3,0,0,0
36,9,93,14,1079,1457,1970-01-01 00:00:00.000000532,1970-01-01 00:00:00.000000531,1,127839,10,10,0,0.0,6,0,0.0,3,0,0,-1
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
7,128,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,11,11,1,0.0,6,0,0.0,3,0,0,0
19,568,93,4,1882,1457,1970-01-01 00:00:00.000001496,1970-01-01 00:00:00.000001488,1,0,10,10,0,0.0,6,0,0.0,3,0,0,-1
28,751,31,4,1682,940,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
7,679,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,3,1940,972,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,5400000.0,6,1,0.0,3,0,1,0
7,1110,93,43,1882,1290,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,670,681,1,0.0,6,0,0.0,3,0,0,0
25,597,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
9,1035,27,4,1209,723,1970-01-01 00:00:00.000001614,1970-01-01 00:00:00.000001615,1,999950,728,1129,2,0.0,6,1,0.0,3,0,1,0
39,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
28,1064,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1222,1274,1,0.0,6,0,0.0,3,0,0,0
0,1030,40,4,979,584,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
16,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,89,46,4,2162,1304,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,450,463,1,68000000.0,6,1,0.0,3,0,1,0
12,819,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,575,596,1,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,9,1284,764,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,1,0.0,3,0,1,0
7,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1376,1095,1970-01-01 00:00:00.000000306,1970-01-01 00:00:00.000000297,1,1100000,451,464,1,10000000.0,6,1,0.0,3,0,1,-1
0,1044,93,4,1882,1095,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,303,311,1,0.0,6,0,0.0,3,0,0,0
40,4,43,4,2136,1285,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,686,1593,2,0.0,6,1,0.0,3,0,1,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,0.0,6,0,0.0,3,0,0,0
36,92,93,4,1882,1457,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,10,10,0,5200000.0,6,1,0.0,3,0,1,0
